Reviews,Ratings
"
  Many brands might offer better value for money. But if you like the clean software experience, this is the way to go!
",5.0 out of 5 stars
"
  Sensors not working during call worst experience,
",1.0 out of 5 stars
"
  Extremely super all in one phone  oxygen ui best experience
",5.0 out of 5 stars
"
  All are good except",3.0 out of 5 stars
"
  The best display and a good battery life with oxygen os is sweet and good to use. One of the best phone under 25k decent in its price. Camera is better
",5.0 out of 5 stars
"
  I have already used OnePlus so I liked it's features nd clarity.
",5.0 out of 5 stars
"
  Bluetooth not getting on. What the hell oneplus has done to this phone???
",3.0 out of 5 stars
"
  A bit slow when it comes to unlock time",5.0 out of 5 stars
"
  Even for browsing, mobile is heating up. Not even played heavy games. It will heat up like a hot stone. Battery will drains out soon.
",1.0 out of 5 stars
"
  Happy
",5.0 out of 5 stars
"
  Software experience at his best ,In hand feel great ,Camera Could have been little better after software update it might change",5.0 out of 5 stars
"
  Best  mobile under 25000
",5.0 out of 5 stars
"
  Fingerprint reader good,camera quality average , battery backup low and discharge early
",3.0 out of 5 stars
"
  Old wine in new bottle
",4.0 out of 5 stars
"
  Everything is fine but camera is not good
",4.0 out of 5 stars
"
  Software bugs
",1.0 out of 5 stars
"
  oxygen os is best customerized android... Everything is fine except front camera
",5.0 out of 5 stars
"
  Screen Guard not Fixed Properly
",4.0 out of 5 stars
"
  Camera can b much better . Otherwise mobile is good .
",3.0 out of 5 stars
"
  Mobile is lit and the camera works nice and after taking picture the picture will becomes dim
",4.0 out of 5 stars
"
  Phone is awesome. Nice one in this price range. Little upset due to unavailability of alert slider but overall experience is good. Camera quality is also good.
",5.0 out of 5 stars
"
  Getting lag for calls. Can't hear voice within 10 sec of the call. Kindly help me with suggestions. The problem is really irritating me during calls.
",2.0 out of 5 stars
"
  Dont buy nthids phone there are some excellent mobile in market
",1.0 out of 5 stars
"
  Camera quality is not at all good. No side button to put phone on vibration mode and silent... I am disappointed with this.
",3.0 out of 5 stars
"
  I have never had such a bad experience with one plus in terms of battery life. Very off-putting, can't even return it unfortunately
",1.0 out of 5 stars
"
  This product has some disquality like if you call or receive call you may not be able hear voice for 10-12 second.  Rear Camera quality is not up to the mark.
",1.0 out of 5 stars
"
  Improvement required
",3.0 out of 5 stars
"
  Camera is worst. You can get better picture on any other 8 k mobile
",1.0 out of 5 stars
"
  Camera, Sound could have been better
",4.0 out of 5 stars
"
  Battery drains too early
",2.0 out of 5 stars
"
  Phone is top notch but camera is a weak point....they could have given better camera.
",5.0 out of 5 stars
"
  I was using iPhone 6s and not much missing …..I suggest to buy this phone, loved it. finger print scanner is good.
",5.0 out of 5 stars
"
  excellent
",5.0 out of 5 stars
"
  I used products fully, im not interested. Worst battery life, worst camera, worst performance, not worth to buy it. Waste of money for this product.
",1.0 out of 5 stars
"
  I like it .And it's all good accept it's fingerprint reader take a little bit longer to open .But otherwise it alright. It's also worth it.
",5.0 out of 5 stars
"
  Like Function",2.0 out of 5 stars
"
  Good sleek and battery life is good.
",5.0 out of 5 stars
"
  Camera 1/10",1.0 out of 5 stars
"
   I like it processor battery backup camera I don't like. Camera it's not good quality.
",4.0 out of 5 stars
"
  It's a good phone to use .
",5.0 out of 5 stars
"
  complete phone hangs and shows the white screen at all times and the back button response is very slow.",1.0 out of 5 stars
"
  Phone is all good ..but there is nothing like 30 min 70% battery charge of phone it takes almost 2 hours for full charge.
",4.0 out of 5 stars
"
  Good product.
",5.0 out of 5 stars
"
  Nice phone
",5.0 out of 5 stars
"
  Fingerprint is not up to the Mark. It's very slow.
",5.0 out of 5 stars
"
  Call connectivity and call history update is poor.
",2.0 out of 5 stars
"
  Bought this phone for mom. She is extremely happy.
",5.0 out of 5 stars
"
  Finger Print reader is good, battery life is okay (not bad), camera quality is good
",5.0 out of 5 stars
"
  Battery life excellent",3.0 out of 5 stars
"
  I like the phone very much actually I like  oneplus very much and oneplus is a very very  good company and I I referred to many friends for this one plus .
",5.0 out of 5 stars
"
  Average phone with battery life poor
",1.0 out of 5 stars
"
  First impression was nice",5.0 out of 5 stars
"
  Phone hangged on often. I couldn't attending the second line. If any calling going on if second line coming muted automatically second line. Slow process.
",1.0 out of 5 stars
"
  Look like a chiana  phone only brand is one plus nothing like brand camera battery processors speed not worth to buy go with other brand
",1.0 out of 5 stars
"
  When we on internet phone is heating very badly,my expectation was high on this phone but now I am feeling I could have get I phone instead of buying this
",1.0 out of 5 stars
"
  Fingerprint reader is smooth...",5.0 out of 5 stars
"
  It too slow some time it take time to process. when someone calling it not appear on display .don't buy waste of money.
",1.0 out of 5 stars
"
  Pretty much everything you could ask for.performance is good, working is really very smooth.camera quality 'baap level'.fingerprint read works like flash.
",5.0 out of 5 stars
"
  Am using it since 3 weeks, Nice phone, value for money, battery life is good, page refresh rate good, camera is excellent.",5.0 out of 5 stars
"
  Amazon se shopping ka mtlb amazing + rewarding.....
",5.0 out of 5 stars
"
  Super mobile phone cost is ok value for money...
",5.0 out of 5 stars
"
  Pathetic front camera, extremely slow gallery features..takes minutes to delete even a few pictures, very average feel while using.Extremely dissapointed
",1.0 out of 5 stars
"
  Gaming is not proper
",1.0 out of 5 stars
"
  Phone works smoothly as per gaming is concerned for 8gb ram. Camera quality is good and with more features. Overall is Ben really cool to use this phone.
",5.0 out of 5 stars
"
   This product is not working properly I am suffering problem and I am very disappointed from this mobile fone
",1.0 out of 5 stars
"
  Front Camera quality was not good,applications were not working properly,sometimes it hangs..",2.0 out of 5 stars
"
  Good battary backup, decent performance, excellent performance and operating but camera is avarage quality. Over all good smart phone.
",3.0 out of 5 stars
"
  I'm looking something core function from this phone but found just a basic. Will write a detailed review after 1 week of use.
",3.0 out of 5 stars
"
  Great Phone
",5.0 out of 5 stars
"
  Wow just an amazing phone under this price range.
",5.0 out of 5 stars
"
  Ok at that price but not up to expectations of oxygen OS
",3.0 out of 5 stars
"
  Battery life
",5.0 out of 5 stars
"
  Good phone
",4.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  If you use Zoom ..mobile getting over heat with in 1 min
",1.0 out of 5 stars
"
  Fingerprint reader-very good and fast",5.0 out of 5 stars
"
  Outdated specs at this price range. Only pros is light weight. Rest everything is below par.
",3.0 out of 5 stars
"
  Its a charger problem. When switched off mobile, then connect a charger, it's not charging.",3.0 out of 5 stars
"
  Not expected.. hanging all times.  Not worthy
",2.0 out of 5 stars
"
  Good in this price segment
",5.0 out of 5 stars
"
  Avarge mobile
",3.0 out of 5 stars
"
  Battery life is very bad, not working more than 8-10 hour in normal working, some functions are not working
",2.0 out of 5 stars
"
  Poor Battery Life.. Does not last even got a day and charging is very slow.. Took 3 hours to charge from 10% to 80%
",1.0 out of 5 stars
"
  Camera quality is very bad🙁",1.0 out of 5 stars
"
  Worst product. I bought this phone 10 days back.While charging it got bend coz of heat. And the exchange and return policy expired 1day ago.
",1.0 out of 5 stars
"
  Package delivered with broken seal and also box is damaged from inside.",1.0 out of 5 stars
"
  I am facing Heavy battery issue in this device as well as during gaming time performance not to be good .... Iam very disappointed from this device .
",2.0 out of 5 stars
"
  Nice phone.. superb display.. superb camera.. superb one plus..
",5.0 out of 5 stars
"
  Firstly look and battery is too good and camera is cool and performance is nice charging is super fast.over all I rate 4/5 for all.
",4.0 out of 5 stars
"
  Clean oxygen UI, average camera, excellent display and indisplay fingerprint sensor, sufficient Battery. Good Performance.
",3.0 out of 5 stars
"
  It's a great phone especially for the price. Performance, battery, camera and charging is great. I would recommend to buy.
",5.0 out of 5 stars
"
  Horrible.. over heat and camera quality very bad. Once you buy.. there is no option to return also
",1.0 out of 5 stars
"
  I am just using this for 7 days ,super amoled full Hd , hydrogen + oxygen is too smooth like butter ☺️,, value for money 💰💰,",5.0 out of 5 stars
"
  Not happy with the performance of phone. This is not as per One plus standards. Getting hang just after few days of buying this. Not happy.
",3.0 out of 5 stars
"
  Purchased 12GB+256GB phone but its pathetic...Got hanged everytime, doesn't work properly.",1.0 out of 5 stars
"
  OnePlus Nord CE 5G It's a very big failure phone please don't go for it, half day battery life phone not half day just four hours battery life phone
",1.0 out of 5 stars
"
  Case is of poor quality
",1.0 out of 5 stars
"
  Super mobile and camera quality is very good battery also good
",5.0 out of 5 stars
"
  Fulfilled all parameters in minimum price.. 5g plateform, camera, storage, battery, operating system, RAM, speed & sound better then other mobiles..
",5.0 out of 5 stars
"
  Getting hang while receiving a call on a open application. Other things are working great.
",4.0 out of 5 stars
"
  Camera quality is poor like a cheap phone",1.0 out of 5 stars
"
  Camera, resolution and processor is awesome
",5.0 out of 5 stars
"
  The camera could have been better. Rest everything is good
",5.0 out of 5 stars
"
  Good product one plus 5g
",5.0 out of 5 stars
"
  Getting mute with touch of ear
",4.0 out of 5 stars
"
  good
",5.0 out of 5 stars
"
  Genuinely one of the best phones in this price range. You can definitely go for it. Better than redmi, realme and poco for sure!!
",5.0 out of 5 stars
"
  very much satisfied with the phone....
",5.0 out of 5 stars
"
  Kindly rethink about your choice. Oneplus isn't what they used to offer. Heating issues, Batter life nothing is what OnePlus is known for.
",1.0 out of 5 stars
"
  awesome set....but one thing is not satisfied for me...that is the gaming experience...of this phone....and all feature of this phone is awesome.🔥
",4.0 out of 5 stars
"
  The phone started to hang in just 10 days of purchase. All the apps including the contacts and phone gets stuck and the processor is also too slow.
",2.0 out of 5 stars
"
  Best smartphone
",5.0 out of 5 stars
"
  Previously using one plus 5t that was much better than this. Just thought to promote but got degarded 😞
",3.0 out of 5 stars
"
  one plus making fool of people by selling such a normal phone at high rates
",1.0 out of 5 stars
"
  Used for a couple of days. Good Camera Quality and Battery Life. Best part is, it is light in weight and compact. The Silver Ray color is amazing!
",4.0 out of 5 stars
"
  I really don't know What CE stands for like Core Edition or Cheap Edition..",1.0 out of 5 stars
"
  Speaker issue. During calls, the volume automatically decreases and sometimes the calls cannot be heard and the other person volume also goes down
",1.0 out of 5 stars
"
  Slow processing and no call recording
",2.0 out of 5 stars
"
  Camera Quality is really bad. Terrible speed and battery life.
",1.0 out of 5 stars
"
  Phone display is awesome , battery life is also good,it charges very fast. But display is 90hz even after paying 25000.
",4.0 out of 5 stars
"
  Good Mobile
",4.0 out of 5 stars
"
  There is no FM radio and no memory card slot.Many bugs make the phone worst. battery charging very good and battery backup also
",3.0 out of 5 stars
"
  I have delivered my phone today and it's charging cable is not support sometimes if support it charge to phone very very slowly like 5%in 30 mint
",4.0 out of 5 stars
"
  I don't like this phone.. worst front camera.. heating alot
",1.0 out of 5 stars
"
  great phone with good specifications
",5.0 out of 5 stars
"
  If you are a light user, a good buy.
",4.0 out of 5 stars
"
  Battery drains very fast, features are not that great and overal performance is average other then OS.
",3.0 out of 5 stars
"
  Very comfortable size. Little bit of heating issue while charging. Otherwise product worth it's price.
",5.0 out of 5 stars
"
  Wonderful Phone!! Thanks Amazon for prompt & Quick delivery....  I am loving it.
",5.0 out of 5 stars
"
  With regular continuous usage, last only for 4 hrs.
",2.0 out of 5 stars
"
  Do not buy this phone. This is the worst phone. It's just 13 days and my phone restarts automatically. It is a very slow phone and heat too much.
",1.0 out of 5 stars
"
  I am facing hang issue .",1.0 out of 5 stars
"
  Battery life is very poor and mobile hang. Low processing system. Isase accha to 5000 vala mobile acche se chalta hai.
",1.0 out of 5 stars
"
  I am using first day after 10 to 12 minutes screen is coming in black colour and it seems to be hang not to good phone
",2.0 out of 5 stars
"
  Being 12 256, facing some hanging issue.
",4.0 out of 5 stars
"
  Missed memory card slot
",5.0 out of 5 stars
"
  Handset getting Hang and getting MUTE automatically..got it rectified thru 1+ Call centre online Support but it's not resolved.",1.0 out of 5 stars
"
  Excellent phone
",5.0 out of 5 stars
"
  Don't buy this phone. There is no benefit to spending 25000 rupees at the name of One+. There are other brands with more features at lower cost.
",1.0 out of 5 stars
"
  It's camera quality was best in daylight. It's battery life was excellent before the update as I experienced.
",4.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Super slim and stylish design with core experience
",5.0 out of 5 stars
"
  Recieved screen guard with scratch
",1.0 out of 5 stars
"
  Not a good mobile.",2.0 out of 5 stars
"
  this phone feature is equivalent others phone except camera which is available under Rs.10000/- and this phone have not auto call recorder also
",1.0 out of 5 stars
"
  While playing music if we receive any call it il not play(Sound Not work) after we disconnect the call we have ro close the and reopen the same
",1.0 out of 5 stars
"
  It is worthy product of its rate. Camera could have been better.excellent battery life.im a full time user and i can get it through a whole day
",4.0 out of 5 stars
"
  Even if the phone is not using internet, battery is draining like 5 % -10% within 8-10 hrs, I think its not acceptable for this standard phone.
",5.0 out of 5 stars
"
  OnePlus..",2.0 out of 5 stars
"
  Useless phone bought yesterday and now waste of money. Can't get refund also. Never buy OnePlus. Moto G is better and cheaper
",1.0 out of 5 stars
"
  Good camera
",4.0 out of 5 stars
"
  The images/test are blurring when you auto rotate the images, battery is discharging very fast and some times it hanged also.
",1.0 out of 5 stars
"
  It hangs very frequently. Very disappointed. I never faced such issues with 6T model.
",1.0 out of 5 stars
"
  I can't her voice after lifting call few seconds
",2.0 out of 5 stars
"
  OnePlus one of best phone.
",5.0 out of 5 stars
"
  Camera not good.",2.0 out of 5 stars
"
  A decent OnePlus phone at small range.
",4.0 out of 5 stars
"
  It is good mobile for low cost  compare to other mobiles look like very smart and good looking  battery is very good and camera also very nice
",5.0 out of 5 stars
"
  Sim tower not working
",3.0 out of 5 stars
"
  Good mobile, but again after 1 month i will give the right rivew
",5.0 out of 5 stars
"
  Good phone",5.0 out of 5 stars
"
  Kachara phone. Not worth of 25k.
",2.0 out of 5 stars
"
  I received a manufacturing defect OnePlus Nord CEb5g 256 GB",1.0 out of 5 stars
"
  Product was fine. But packaging was not good. The product was packed in relatively bigger box with no protective buffers to hold it in place.
",4.0 out of 5 stars
"
  This is my first OnePlus mobile....",3.0 out of 5 stars
"
  Budget friendly...
",4.0 out of 5 stars
"
  The overall product was good ,but slightly disappointed on camera ,but it's good ,it's worth ,go for it 😉
",5.0 out of 5 stars
"
  Good but battery life is 80percent satisfaction
",5.0 out of 5 stars
"
  Very Slow Performance and one plus lost its brand value
",3.0 out of 5 stars
"
  Very bad, in 30 minutes only 10% Charging. Felt cheated
",1.0 out of 5 stars
"
  Other than front camera quality, everything is great.",5.0 out of 5 stars
"
  I like this phone",5.0 out of 5 stars
"
  Affordable budget phone with all features
",5.0 out of 5 stars
"
  It's a reliable phone which does its job well with good performance and pleasing design...but cameras fail to live up to the expectations...
",4.0 out of 5 stars
"
  Best worst mobile ever I purchased and used. Constantly getting switched off automatically. Purchased a week ago. Pl don't buy this product.
",1.0 out of 5 stars
"
  Hi,",1.0 out of 5 stars
"
  Nothing is better than other smartphones...only 1+.  This is main thing...I personally suggest. Don't buy
",1.0 out of 5 stars
"
  It's very normal.... nothing special..........
",3.0 out of 5 stars
"
  The camera is perfect for daylight condition but sometimes it is not delivering in night time. It is nice to use.
",4.0 out of 5 stars
"
  I am using last 10 days. My overall feedback is good.... But I will not use for games...",5.0 out of 5 stars
"
  if you are a camera person just dont go for it but besides that its a great package and im not a camera person and im happy with this phone
",4.0 out of 5 stars
"
  Good but back was really bad they have given platic feels like some cheap mobile and also it gets lill warmer in back 30 mins of data usage
",3.0 out of 5 stars
"
  It's bad phone phone please don't buy this Nord ce 5g  other company but it
",1.0 out of 5 stars
"
  Camera quality was poor even in nightscape mode was available. But pictures were not clear. With this features the price was high.
",3.0 out of 5 stars
"
  Don't buy this product",1.0 out of 5 stars
"
  It's the Beast
",5.0 out of 5 stars
"
  Worst product in this segment.
",2.0 out of 5 stars
"
  Fingerprint reader is ok but not that fast. Camera quality is poor compared to the price. Battery is OK
",1.0 out of 5 stars
"
  This mobile is amazing and has fast charging. And has nice features. I would good to choice to buy!!!!!
",5.0 out of 5 stars
"
  Phone over heating and slow processor",1.0 out of 5 stars
"
  Overall phone good
",5.0 out of 5 stars
"
  Everything is good
",5.0 out of 5 stars
"
  Not upto the mark as I expected from one Plus. My vivo v11 pro performance is still much much better than Nord.
",2.0 out of 5 stars
"
  Worth for money. Long battery life .
",5.0 out of 5 stars
"
  Not a great peice .. okay okay as there are not much options
",3.0 out of 5 stars
"
  Awesome 👌🆒️
",5.0 out of 5 stars
"
  1 day mobile hanging
",1.0 out of 5 stars
"
  Battery drains fast. Company would have given atleast 5000 mAh battery.",4.0 out of 5 stars
"
  The worst camera on any phone so far. The quality of the camera is very very bad. Rest every thing is average.
",2.0 out of 5 stars
"
   Camera is not working properly,  getting line in middle of screen while rear camera is open
",2.0 out of 5 stars
"
  Phone is good, received earlier,in this range surely you can, only one charging is taking time rest all are ok
",4.0 out of 5 stars
"
  Camera is below average really.. bad camera in 24k...
",2.0 out of 5 stars
"
  Worst phone... pathetic camera and sound quality...not expecting this from one plus...
",1.0 out of 5 stars
"
  For normal day to day use it is ok.Battery is just a little bit needs improvement about its battery life.Rest is good.
",4.0 out of 5 stars
"
  Not worth buying it. It keep hanging everytime and moreover it feels like it is 10k mobile of mi very poor performance and battery life
",1.0 out of 5 stars
"
  Phone quality is not good hanging problem. voice goes away while talking and  resolution not good overall bed experience with one plus.
",3.0 out of 5 stars
"
  Everything is fine except front camera quality. It's not that good as expected from one plus.
",2.0 out of 5 stars
"
  Everything is good",5.0 out of 5 stars
"
  New 12 gb variant gets hang many times sometimes on recieving a call nothing works. Using one plus from last 7 years. Got disappointed.
",2.0 out of 5 stars
"
  Touch response and battery life
",5.0 out of 5 stars
"
  Good phone..
",5.0 out of 5 stars
"
  Battery drains too fast ... Even without a frequent use , in my case the battery deteriorates very fast ! (Less than 10 hour)
",3.0 out of 5 stars
"
  a balanced phone in this price range.only the camera is not up to the mark .it's handy, build quality is far better than other phones.
",4.0 out of 5 stars
"
  Front camera need improvement, rest ok, ring silent after receiving the call should be added
",5.0 out of 5 stars
"
  Vera level. Good phone compare other os. Oxygen is best. Camera quality good. Battery life good. Everything is good. 750g processesor
",5.0 out of 5 stars
"
  Purchased on 18th June..",1.0 out of 5 stars
"
  Phone look like good but camera quality satisfying , not good quality of camera photos and videos, battery life is average .
",4.0 out of 5 stars
"
  Not very satisfactory, does everything but didn't like the formfactor and too large for me.
",1.0 out of 5 stars
"
  Worst battery ever..",3.0 out of 5 stars
"
  Found, Look wise very good phone.",3.0 out of 5 stars
"
  Amazing pictures, battery life is very good and over all it's a nice.
",4.0 out of 5 stars
"
  It meets all of my need, Excellent phone very light and comfortable to use,",5.0 out of 5 stars
"
  Fingerprint sensor works fine. Battery life is worst. Camera quality descriptors as 64mp but never looks likes that
",1.0 out of 5 stars
"
  Not at all good. Poor display quality. Battery draining a lot.
",1.0 out of 5 stars
"
  Dislike,if possible or give permission",1.0 out of 5 stars
"
  I received mobile Condition it’s not gud always getting strucking n volume is very low. 2 Tim’s I not replaced all times same issues
",1.0 out of 5 stars
"
  It's a decent buy at this budget...not that great as other one plus phones but ood enough.
",4.0 out of 5 stars
"
  Just ok  Mobile.
",1.0 out of 5 stars
"
  Not advance technology",2.0 out of 5 stars
"
  -Poor Camera Quality",1.0 out of 5 stars
"
  Easy to hold and light Phone",4.0 out of 5 stars
"
  Very Good display very good camera good battery
",5.0 out of 5 stars
"
  Nice mobile but battery little bit disappointed
",4.0 out of 5 stars
"
  Fingerprint Reader is good, battery life also good and camera quality is very good
",5.0 out of 5 stars
"
  Very poor product very slow and continue hanging problems,also caller name very late show.",1.0 out of 5 stars
"
  Worst phone pls don't buy this cheap mobile, service, mobile everything worst , don't waste your money , cam display not up to mark
",1.0 out of 5 stars
"
  Finger print reader, battery life is awesome but camera quality is just average total over all phone performance upto mark
",5.0 out of 5 stars
"
  Battery draining issue, heat issue, hanging issue, front camera not up to the mark
",2.0 out of 5 stars
"
  As expected 12gb ram is not up to the mark.. some time hangs..seems company is claiming 12gb ram wrongly.
",3.0 out of 5 stars
"
  Camera not up to mark,phone getting restart automatically and sometimes mic not working. So I returned it
",1.0 out of 5 stars
"
   Touch, battery and speed is good but not as good as I think.
",5.0 out of 5 stars
"
  Value for money
",4.0 out of 5 stars
"
  Value for money
",5.0 out of 5 stars
"
  Very good
",4.0 out of 5 stars
"
  Awesome 👌 phone 📱 in this budget segment.
",4.0 out of 5 stars
"
  The camera captures sharp pictures. Also the fingerprint sensor is not that fast! However, the overall performance is par.
",4.0 out of 5 stars
"
  Phone is really good.. finger print reader and camera quality is good.but battery life is some what disappointed.
",5.0 out of 5 stars
"
  It's a budget friendly one plus phone.
",5.0 out of 5 stars
"
  Good one,  Touch is smooth,camera is nice,but sometimes mobile does not support fast charging, it take 1.30 hr to get full charge.
",4.0 out of 5 stars
"
  All things are so good
",5.0 out of 5 stars
"
  No call recording option available very high hanging problem
",1.0 out of 5 stars
"
  An average phone from one plus ....Average camera....Average performance ..... Nothing to be excited about
",2.0 out of 5 stars
"
  Because its working good than my earlier phone but price should be lesser than at present price.
",5.0 out of 5 stars
"
  Lot of Hype. Not worthful for money. Cheap build quality.. would have given atleast glass finish at back... it's missing.
",1.0 out of 5 stars
"
  Good Product. Worth the money.",5.0 out of 5 stars
"
  Overall it's a very good phone.And oxygen is experience is very good.Overall I liked it.
",4.0 out of 5 stars
"
  Phone is good but battery backup is not good. Such type of mobile should have more than 600mAh battery capacity.
",4.0 out of 5 stars
"
  Top class quality above  camera 📷 battery 🔋 finger print reader.
",4.0 out of 5 stars
"
  Battery life is good but it's heating mobile.
",3.0 out of 5 stars
"
  Great Device with a bunch of packed features!!!
",5.0 out of 5 stars
"
  Worst phone by One plus",1.0 out of 5 stars
"
  If you want a real value for money just go for it. Camera quality very good, performance very good and battery is also very good.
",5.0 out of 5 stars
"
  Internet is not working during the call through earphone or locked the mobile. It's disconnect from the Laptop if it's connected.
",4.0 out of 5 stars
"
  Mast very good product smoothly toch
",5.0 out of 5 stars
"
  The charging speed is fabulous  and display lead a decent role in boosting overall experience and the build quality feels premium
",5.0 out of 5 stars
"
  Nice
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",4.0 out of 5 stars
"
  Best quality..Good upgrade for normal peoples😇..This is packed as per day to day life usage.No paper show off.
",5.0 out of 5 stars
"
  North worth it with respect to battery. Battery drain so fast even if u used continue it will be drain in 5 hrs
",2.0 out of 5 stars
"
  Good phone with reasonable price. Easy to operate and looks is very nice. Thank you Amazon for delivering before estimated date.
",5.0 out of 5 stars
"
  It's a amazing fingerprint reader make it very fast & battery life is very very good in Nord but camera 📷📷 quality is very bad
",3.0 out of 5 stars
"
  If you are OnePlus fan, but the budget is tight to have high range OnePlus you should definitely go for it. Great , it is butter
",5.0 out of 5 stars
"
  Heating issue..... Not good.. waste of money
",1.0 out of 5 stars
"
  You can expect this phone like oppo and relame
",3.0 out of 5 stars
"
  Don't buy Nord CE, the front camera is disgusting, rear is okay, okay...",1.0 out of 5 stars
"
  It's great to use some features are amazing but gaming mode can be improved the call screen pop up in between the game.
",4.0 out of 5 stars
"
  I request please don't buy this one plus nord ce 5g front camera quality worsted and bad and battery backup .....not a long time
",1.0 out of 5 stars
"
  Battery life is bit poor.
",2.0 out of 5 stars
"
  Picture of not up to Mark
",3.0 out of 5 stars
"
  The touch was not great..returned the phone...except the touch everything was fine..camera is great ..
",2.0 out of 5 stars
"
  Camera picture quality is very nice  but battery drain very high
",4.0 out of 5 stars
"
  Sometimes fingerprint reader not working properly, battery life is good and 64 mp camera is given that much picture as expected
",4.0 out of 5 stars
"
  Recd yesterday so far so gd speedy delivery by Amazon before time. Long time review will be posted after using for 1 to 3 mnth.
",5.0 out of 5 stars
"
   Screen Flicker oneplus nord ce 5g
",4.0 out of 5 stars
"
  battery life is good..7-8 hrs of screentime. camera is awesome.. display and ui is best. processor is good for gaming.
",5.0 out of 5 stars
"
  Call app is lagining when dial pad is opend",4.0 out of 5 stars
"
  Good item...
",5.0 out of 5 stars
"
  Excellent mobile phone...It is so light weight.....It is comfortable on our hand.....
",5.0 out of 5 stars
"
  Performance is not as a Oneplus mobile.
",4.0 out of 5 stars
"
  earpiece has noise issue
",1.0 out of 5 stars
"
  Performance of the phone is really good..... value for money. ....",5.0 out of 5 stars
"
  Very poor camera quality work battery Life also poor totally this is not one plus it's look like China Mobile
",1.0 out of 5 stars
"
  Battery backup is not upto the mark.",3.0 out of 5 stars
"
  It's all good in few budget one plus like goods better then oppo vivo realme",5.0 out of 5 stars
"
  Poor camera quality. Image captured after 3 secs of clicking. Instant capturing of pics is missing. Most of pics were blurred.
",3.0 out of 5 stars
"
  Camera quality is very bad in front camera performance is very poor..isse acha to oppo k camera hote hai..wrost camera quality
",3.0 out of 5 stars
"
  Camera clam 64mp but not even 15mp. Not a good phone in this price. Over hyped n over price.
",1.0 out of 5 stars
"
  Hanging issue, voice recorder is automatic says, your voice is recorded then what is the fun to have a voice recorder
",2.0 out of 5 stars
"
  This phone is nowhere close to oneplus phones. Keeps hanging during calls and dont know if it got the real Oxygen OS.
",1.0 out of 5 stars
"
  Battery draining issues
",3.0 out of 5 stars
"
  Phone is slim, Gaming quality is also good",5.0 out of 5 stars
"
  Finger print reader ,battery life ,camera quality
",4.0 out of 5 stars
"
  Battery is good camera quality good but ye mobile me bohot se app sport nhi karte Jesy ki star maker dual app sport nhi karta
",2.0 out of 5 stars
"
  Mobil has having hanging problem , also battery Battery life not upto the mark , I has to charge twise daily , Camera is good
",1.0 out of 5 stars
"
  Phone is showing heating and hanging",2.0 out of 5 stars
"
  I'm not satisfied with camera quality and try to return this itme and want refund but there is no option for refund.
",2.0 out of 5 stars
"
  I am facing hanging issue in this phone and battery life is not good and finger sensor is also not responding proper
",1.0 out of 5 stars
"
  Light weight and everything this good but camera is okk
",5.0 out of 5 stars
"
  Fast processor, good battery slim piece easy to handle.
",4.0 out of 5 stars
"
  Camera is fine. But battery drains very fast. Sound quality is fab. Video quality is awesome loves watching movies in phone.
",4.0 out of 5 stars
"
  I didn't Expect This Type Material From Oneplus I didn't Recognise To other
",4.0 out of 5 stars
"
  Good Phone in this price. Camera Could be Better. Batter life is good, Very Fast Charging.
",4.0 out of 5 stars
"
  Battery back is nothing.camera is also not clear as per 8GB Ram processer is also not fast
",2.0 out of 5 stars
"
  Should be more higher processor and better picture quality, because picture quality not like 64 mp
",3.0 out of 5 stars
"
  A good phone. Worth the Price .
",5.0 out of 5 stars
,4.0 out of 5 stars
"
  Some what heating..... brightness under the sunlight is bit less ... overall it's ok satisfied....
",4.0 out of 5 stars
"
  बहुत ही धीमा चलता है",1.0 out of 5 stars
"
  Not upto the mark.. product offered in such range is not something unique.
",1.0 out of 5 stars
"
  Using 12, 256.  Performance is good.  Looks are not that much appealing, it just looks like another android phone.
",5.0 out of 5 stars
"
  The phone is restarting after the new update, it seems like I was handed the defective piece so very much annoyed.
",2.0 out of 5 stars
"
  Did not like as it misses gorilla glass
",1.0 out of 5 stars
"
  Camera quality not good
",1.0 out of 5 stars
"
  Looks cheap product compare to other one plus product
",1.0 out of 5 stars
"
  Quality product
",5.0 out of 5 stars
"
  The price is very high, mobile like 10 thousand, suggest to purchase other one. Vedio quality very poor..
",2.0 out of 5 stars
"
  Handfree doesn't work properly",1.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  I like oxygen is and smooth refresh rate
",4.0 out of 5 stars
"
  Classy look
",4.0 out of 5 stars
"
  I don't like this mobile
",5.0 out of 5 stars
"
  It's fingerprint reader is not so accurate",5.0 out of 5 stars
"
  Worst phone.faced a lots of issues. 1.battery drainage problem",1.0 out of 5 stars
"
  Best android phone 📱 in this price. 90hz refresh rate very good.
",4.0 out of 5 stars
"
  Awesome Experience Of Camera, premium phone feeling, smooth operation, One Plus As it's best. Overall mind-blowing phone.
",5.0 out of 5 stars
"
  Battery backup is third class..camera quality is not at all gud..I want to return or replace but won't be able to do it..
",1.0 out of 5 stars
"
  Compromised on Camera and screen..
",4.0 out of 5 stars
